V     B-V     U-B     V-I     V-K     Mv   CL Typ    Teff   logg  Pop  Age     Mass   Mbol    Radius   [M/H]    [a/Fe]  longitude   latitude   RAJ2000     DECJ2000   Dist     x_Gal    y_Gal    z_Gal     Av       errMv     errMass     errAge     errTeff    errLogg    errMet     errAlphaFe     errBand_V  errBand_B  errBand_U  errBand_I  errBand_K                                                                             
  20.100  1.540   1.161   2.239   4.400  10.87  5 7.25    3546.  4.86   7  8.4272  0.546    9.267    0.339  -0.318   0.029    96.282196   59.218910  215.290817   53.017857   0.6725  -8.0377   0.3421   0.5928   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0173     0.0055     0.0053    -0.0258    -0.0227
  20.203  1.508   1.127   2.203   4.335  10.88  5 7.25    3520.  4.72   5  4.1257  0.366    9.268    0.339  -0.005   0.037    95.755928   59.771286  215.013626   52.427689   0.7006  -8.0354   0.3509   0.6203   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0231     0.0286     0.0229    -0.0026     0.0028
  19.829  1.554   1.193   2.125   4.298  10.56  5 7.20    3582.  5.00   4  2.4011  0.303    9.112    0.358  -0.156  -0.002    97.137039   59.459324  214.480377   53.121407   0.6979  -8.0441   0.3519   0.6161   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0235     0.0006     0.0341    -0.0057    -0.0101
  19.537  1.427   1.195   2.029   4.072  10.20  5 7.15    3567.  4.82   6  5.9524  0.609    8.730    0.406   0.075   0.083    96.726608   59.409832  214.798111   53.023510   0.7088  -8.0422   0.3582   0.6251   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0160    -0.0091     0.0071     0.0312    -0.0293
  19.205  1.441   1.161   2.067   4.048   9.89  5 7.15    3678.  4.83   5  3.9317  0.318    8.654    0.417   0.218   0.022    97.593872   59.606598  214.026581   53.156597   0.6994  -8.0468   0.3508   0.6183   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0156     0.0320     0.0206    -0.0267     0.0242
  19.063  1.473   1.207   1.876   3.850   9.76  5 7.10    3699.  4.78   6  5.9476  0.502    8.212    0.479  -0.166   0.047    96.083191   59.675678  214.915314   52.608757   0.7052  -8.0377   0.3540   0.6237   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0121    -0.0045    -0.0271    -0.0106     0.0108
  18.721  1.439   1.216   1.873   3.820   9.42  5 7.05    3755.  4.68   6  5.8898  0.565    8.142    0.490  -0.355   0.024    96.062340   59.644135  214.962692   52.625412   0.6971  -8.0372   0.3503   0.6165   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0121    -0.0094    -0.0096     0.0051    -0.0170
  18.596  1.387   1.257   1.867   3.796   9.32  5 7.05    3868.  4.81   7  8.4215  0.524    8.072    0.500   0.098   0.028    95.464958   59.913067  215.036453   52.224529   0.6880  -8.0328   0.3433   0.6103   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0178    -0.0204    -0.0173    -0.0213    -0.0215
  18.225  1.413   1.246   1.793   3.659   9.01  5 7.05    3844.  4.78   7  8.7395  0.585    7.942    0.518   0.269  -0.006    96.150764   60.070847  214.445892   52.333920   0.6749  -8.0361   0.3348   0.5999   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0078    -0.0042    -0.0264     0.0071    -0.0085
  18.209  1.443   1.221   1.709   3.604   8.95  5 7.05    3856.  4.73   7  8.6345  0.533    7.874    0.528  -0.302   0.025    95.880714   59.360764  215.387589   52.775455   0.6964  -8.0364   0.3530   0.6141   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0261     0.0208     0.0132    -0.0198    -0.0021
  18.143  1.324   1.248   1.715   3.580   8.86  5 7.00    4018.  4.84   4  2.5566  0.497    7.808    0.538   0.003   0.036    97.458855   59.705246  214.009796   53.037083   0.6893  -8.0451   0.3448   0.6102   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0203    -0.0348    -0.0204    -0.0219     0.0177
  18.111  1.424   1.204   1.653   3.539   8.88  5 7.00    3862.  4.65   7  8.5073  0.437    7.808    0.538  -0.203   0.043    95.101280   59.792747  215.388947   52.190323   0.6909  -8.0309   0.3462   0.6121   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0431     0.0049    -0.0281    -0.0305    -0.0052
  17.511  1.286   1.203   1.480   3.268   8.31  5 6.90    3976.  4.74   6  6.0226  0.562    7.417    0.595  -0.043  -0.026    97.476677   59.721153  213.981445   53.030533   0.6720  -8.0441   0.3360   0.5954   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0035    -0.0128    -0.0224     0.0035    -0.0029
  14.731  0.775   0.342   0.851   1.937   5.42  5 5.80    5418.  4.34   7  8.6119  0.900    5.203    0.946  -0.127   0.033    95.734039   59.708099  215.096298   52.467396   0.7037  -8.0355   0.3532   0.6227   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0013     0.0019    -0.0185    -0.0075    -0.0179
  14.609  0.766   0.418   0.830   1.888   5.39  5 5.60    5414.  4.45   6  5.9596  0.887    5.115    0.959   0.137  -0.056    97.392883   59.727524  214.028809   52.998718   0.6727  -8.0436   0.3363   0.5960   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0042    -0.0177     0.0179     0.0149     0.0028
  14.493  0.732   0.291   0.795   1.789   5.28  5 5.60    5531.  4.43   7  8.1794  0.851    5.028    0.972  -0.126   0.015    96.011749   60.065197  214.537476   52.292561   0.6736  -8.0352   0.3343   0.5987   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0087    -0.0157     0.0141     0.0091     0.0184
  13.890  0.716   0.176   0.737   1.715   4.68  5 5.40    5714.  4.49   6  5.9029  1.030    4.755    1.051  -0.170  -0.018    96.955711   60.047337  213.969208   52.612598   0.6758  -8.0409   0.3349   0.6005   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0130     0.0070     0.0052     0.0224    -0.0158
  14.057  0.615   0.131   0.707   1.587   4.81  5 5.30    5740.  4.54   5  4.2151  1.057    4.681    1.038  -0.084   0.028    95.586861   59.901031  214.975418   52.274361   0.6873  -8.0336   0.3430   0.6096   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0055    -0.0373     0.0017     0.0140     0.0083
  13.772  0.635   0.177   0.792   1.649   4.52  5 5.10    5754.  4.34   6  6.0613  0.949    4.481    1.138   0.164   0.012    96.393059   59.413754  215.006409   52.909145   0.6671  -8.0378   0.3373   0.5892   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0505     0.0082     0.0058    -0.0030     0.0058
  13.709  0.647   0.059   0.671   1.509   4.43  5 5.00    5903.  4.08   5  4.0931  1.085    4.097    1.297  -0.094  -0.056    96.280884   59.337440  215.161148   52.928661   0.6994  -8.0390   0.3545   0.6166   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0165     0.0177     0.0157     0.0048     0.0116
  12.810  0.607   0.067   0.728   1.569   3.48  4 5.00    5910.  4.00   6  6.0379  1.172    3.397    1.791  -0.076   0.019    96.314018   59.811146  214.624298   52.583538   0.7037  -8.0389   0.3517   0.6232   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0179     0.0110     0.0068    -0.0198    -0.0217
  23.991  0.469  -0.476   0.627   1.042  14.72  6 9.20    6581.  8.45   5  4.0552  0.802   14.570    0.008   0.052   0.039    97.119133   59.573246  214.369675   53.028484   0.6942  -8.0436   0.3489   0.6136   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0071     0.0025    -0.0192     0.0220    -0.0103
  21.603  1.449   1.165   2.415   4.574  12.28  5 7.30    3395.  5.08   8  9.9565  0.283   10.453    0.207   0.246   0.139    96.561394   59.769020  214.514572   52.696842   0.7013  -8.0403   0.3508   0.6209   0.065    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0278     0.0169     0.0010    -0.0027    -0.0065
  21.449  1.536   1.198   2.336   4.547  12.10  5 7.25    3469.  5.04   8  9.8665  0.129   10.333    0.215  -0.265   0.170    96.859306   60.176537  213.893356   52.482708   0.7086  -8.0421   0.3499   0.6297   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0241    -0.0094     0.0020    -0.0181    -0.0058
  21.213  1.606   1.227   2.287   4.413  11.99  5 7.25    3449.  5.11   8 10.0310  0.095   10.207    0.224  -0.512   0.225    96.607681   60.051685  214.182953   52.497181   0.6757  -8.0388   0.3351   0.6004   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0100     0.0003    -0.0007    -0.0011    -0.0220
  20.916  1.672   1.205   2.129   4.218  11.73  5 7.25    3472.  4.89   8  9.9824  0.261   10.076    0.234  -0.750   0.241    97.489197   59.813709  213.875656   52.963070   0.6780  -8.0444   0.3380   0.6011   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0448     0.0072     0.0030     0.0300    -0.0051
  20.663  1.585   1.205   2.167   4.292  11.51  5 7.20    3570.  5.13   8  9.7449  0.324    9.938    0.246  -0.259   0.230    95.676704   59.872681  214.951492   52.325562   0.6678  -8.0332   0.3336   0.5926   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0456    -0.0353    -0.0287    -0.0080    -0.0404
  20.719  1.558   1.210   2.141   4.269  11.45  5 7.20    3522.  5.04   8  9.9251  0.530    9.796    0.258  -0.249   0.241    96.349876   60.158543  214.229187   52.332458   0.6906  -8.0380   0.3415   0.6141   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0051    -0.0152    -0.0106     0.0265    -0.0518
  20.388  1.518   1.232   2.149   4.158  11.09  5 7.20    3666.  5.03   8  9.9150  0.345    9.652    0.270  -0.431   0.190    96.003387   59.399651  215.267700   52.788235   0.6962  -8.0371   0.3525   0.6143   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0086    -0.0216     0.0095    -0.0194     0.0106
  20.262  1.569   1.187   1.945   3.920  11.03  5 7.15    3560.  4.90   8  9.9491  0.360    9.505    0.285  -0.744   0.261    96.610977   59.183350  215.119568   53.155788   0.6801  -8.0401   0.3461   0.5991   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0003    -0.0051     0.0043     0.0316    -0.0063
  19.855  1.574   1.200   1.971   3.944  10.69  5 7.15    3641.  4.98   8  9.9535  0.215    9.355    0.300  -0.785   0.299    96.682022   59.964355  214.229462   52.587776   0.6610  -8.0385   0.3286   0.5872   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0177     0.0107     0.0231     0.0040    -0.0324
  19.772  1.585   1.074   1.843   3.648  10.58  5 7.15    3703.  5.06   8 10.0206  0.388    9.203    0.318  -1.095   0.327    95.946594   60.143124  214.493439   52.212555   0.6741  -8.0348   0.3338   0.5996   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0261     0.0130    -0.0171    -0.0256     0.0150
  19.479  1.514   1.206   1.879   3.817  10.24  5 7.10    3678.  4.99   8  9.9187  0.522    9.052    0.334  -0.724   0.290    96.041206   59.753021  214.857178   52.536758   0.6901  -8.0366   0.3457   0.6112   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0253    -0.0204     0.0074     0.0079    -0.0422
  19.573  1.310   1.202   1.909   4.028  10.24  5 7.10    3733.  5.11   8  9.9633  0.437    8.902    0.353   0.571  -0.089    96.171761   59.490627  215.062027   52.777115   0.7045  -8.0385   0.3556   0.6219   0.080    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0123    -0.0290    -0.0338     0.0212     0.0330
  19.250  1.491   1.181   1.826   3.665   9.96  5 7.10    3875.  4.93   8 10.0329  0.469    8.753    0.371  -0.500   0.247    96.271347   59.684345  214.788284   52.664959   0.7036  -8.0388   0.3530   0.6224   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0168    -0.0027     0.0077     0.0043     0.0157
  19.232  1.427   1.191   1.922   3.772   9.92  5 7.05    3815.  4.86   8 10.1935  0.495    8.604    0.391  -0.458   0.235    96.622437   59.865784  214.372238   52.643387   0.6883  -8.0399   0.3432   0.6103   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0442     0.0152     0.0146    -0.0170    -0.0032
  18.825  1.423   1.209   1.745   3.654   9.56  5 7.05    3846.  4.87   8  9.8313  0.571    8.454    0.409  -0.060   0.218    96.144096   59.772461  214.772110   52.556408   0.6919  -8.0373   0.3463   0.6129   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0140    -0.0006    -0.0090    -0.0103     0.0059
  18.496  1.391   1.088   1.721   3.476   9.21  5 7.00    3970.  4.97   8  9.9562  0.403    8.158    0.448  -0.823   0.270    96.468697   60.122787  214.193771   52.398106   0.6924  -8.0389   0.3427   0.6154   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0137     0.0235    -0.0068    -0.0148    -0.0190
  18.185  1.364   1.078   1.607   3.365   9.02  5 6.95    4048.  4.78   8  9.9476  0.743    8.012    0.468  -0.719   0.304    96.057739   59.337952  215.301575   52.852688   0.6637  -8.0357   0.3366   0.5859   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0198    -0.0113    -0.0318     0.0163    -0.0184
  18.088  1.307   1.212   1.524   3.313   8.85  5 6.90    3948.  4.75   8  9.9218  0.372    7.867    0.489  -0.284   0.236    97.483833   59.550610  214.157715   53.164307   0.6801  -8.0449   0.3417   0.6013   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0037    -0.0015     0.0261     0.0164    -0.0088
  17.744  1.285   1.129   1.445   3.106   8.45  5 6.80    4162.  4.68   8  9.7624  0.530    7.583    0.525  -0.355   0.178    96.439629   59.439613  214.948593   52.905300   0.7036  -8.0401   0.3555   0.6209   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0097     0.0086     0.0126    -0.0063    -0.0062
  17.475  1.238   1.091   1.423   3.044   8.28  5 6.75    4294.  4.56   8 10.0869  0.622    7.443    0.542  -0.316   0.243    96.744797   60.344803  213.787567   52.317257   0.6644  -8.0386   0.3265   0.5924   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0041    -0.0010    -0.0019    -0.0201    -0.0311
  17.073  1.213   1.004   1.277   2.790   7.77  5 6.60    4448.  4.71   8 10.1758  0.528    7.161    0.573  -0.375   0.260    96.624382   59.159664  215.136948   53.178143   0.7090  -8.0419   0.3610   0.6237   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0176     0.0179     0.0074    -0.0151     0.0294
  16.737  1.118   0.700   1.212   2.753   7.46  5 6.55    4382.  4.52   8  9.8073  0.448    7.018    0.590  -1.158   0.296    96.115593   59.937698  214.610916   52.422707   0.6883  -8.0367   0.3429   0.6108   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0187     0.0330    -0.0169     0.0052    -0.0160
  15.138  0.760   0.353   0.844   1.820   5.90  5 5.55    5439.  4.67   8  9.9328  0.789    5.613    0.748   0.112   0.071    96.201180   60.229462  214.245026   52.230488   0.6723  -8.0361   0.3319   0.5986   0.081    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0216     0.0016    -0.0152     0.0080     0.0435
  14.031  0.586   0.063   0.670   1.497   4.72  5 4.95    6027.  4.35   8  9.9712  0.901    4.696    0.958  -0.010   0.091    97.045860   59.766361  214.210281   52.856903   0.7019  -8.0434   0.3507   0.6214   0.080    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0022    -0.0088     0.0025     0.0031     0.0035
  12.992  0.478  -0.018   0.631   1.448   3.70  4 4.65    6080.  3.89   8  9.9621  0.978    3.713    1.465  -0.594   0.265    95.720390   59.612442  215.209671   52.533939   0.6957  -8.0351   0.3502   0.6151   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0060    -0.0408     0.0223     0.0200     0.0097
  12.800  0.576   0.029   0.728   1.582   3.54  4 4.80    5898.  3.94   8  9.9953  0.864    3.500    1.724  -0.020   0.162    97.727821   59.775200  213.761612   53.068851   0.6790  -8.0460   0.3387   0.6017   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0274    -0.0022    -0.0113    -0.0007    -0.0023
  20.279 -0.080  -0.783  -0.177  -0.522  11.09  6 9.00   16673.  8.08   8 10.1604  0.654    9.565    0.013  -1.335   0.350    97.692589   59.670235  213.895004   53.139004   0.6783  -8.0458   0.3394   0.6004   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0416     0.0150    -0.0001    -0.0064     0.0318
  22.980  0.376  -0.333   0.676   1.370  13.68  6 9.00    6356.  8.00   8 10.0677  0.632   13.805    0.013  -0.475   0.288    96.887283   59.789249  214.286880   52.787933   0.7005  -8.0423   0.3499   0.6204   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0028    -0.0260     0.0419    -0.0032    -0.0122
  23.545  0.389  -0.379   0.747   1.499  14.20  6 9.00    6189.  7.96   8 10.0502  0.638   13.954    0.013  -0.605   0.281    96.928032   59.352806  214.730469   53.133633   0.7032  -8.0432   0.3558   0.6200   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0341    -0.0057    -0.0146     0.0062    -0.0126
